# no	arxiv	source	title per Semantic Scholar	entry
95	2305.16534	id		Shenouda, J., Parhi, R., Lee, K., and Nowak, R. D. Vector-valued variation spaces and width bounds for DNNs: Insights on
96	1409.1556	id		Simonyan, K. and Zisserman, A. Very deep convolutional networks for large-scale image recognition. *arXiv preprint arXiv
97	2105.12221	s2	Geometry of the Loss Landscape in Overparameterized Neural Networks: Symmetries and Invariances	Simsek, B., Ged, F., Jacot, A., Spadaro, F., Hongler, C., Gerstner, W., and Brea, J. Geometry of the loss landscape in o
98	1503.03585	s2	Deep Unsupervised Learning using Nonequilibrium Thermodynamics	Sohl-Dickstein, J., Weiss, E., Maheswaranathan, N., and Ganguli, S. Deep unsupervised learning using nonequilibrium ther
99	1312.6199	id		Szegedy, C., Zaremba, W., Sutskever, I., Bruna, J., Erhan, D., Goodfellow, I., and Fergus, R. Intriguing properties of n
100	2311.06597	id		Tan, Z. and Huang, W. Understanding grokking through a robustness viewpoint. *arXiv preprint arXiv:2311.06597*, 2023.
101	2206.04817	id		Thilak, V., Littwin, E., Zhai, S., Saremi, O., Paiss, R., and Susskind, J. The slingshot mechanism: An empirical study o
102	2201.12760	s2	Implicit Regularization Towards Rank Minimization in ReLU Networks	Timor, N., Vardi, G., and Shamir, O. Implicit regularization towards rank minimization in relu networks. In *Proceedings
103	1706.05350	id		Van Laarhoven, T. L2 regularization versus batch and weight normalization. *arXiv preprint arXiv:1706.05350*, 2017.
104	2012.05156	s2	Implicit Regularization in ReLU Networks with the Square Loss	Vardi, G. and Shamir, O. Implicit regularization in relu networks with the square loss. In *Proceedings of the Annual Co
105	1706.03762	s2	Attention is All you Need	Vaswani, A., Shazeer, N., Parmar, N., Uszkoreit, J., Jones, L., Gomez, A. N., Kaiser, Ł., and Polosukhin, I. Attention i
106		s2	ML from scratch: Stable diffusion, day 2, 2022	Wang, B. and Vastola, J. ML from scratch: Stable diffusion, day 2, 2022. URL https://colab.research.google.com/drive/1Y5
107	2103.03936	s2	Pufferfish: Communication-efficient Models At No Extra Cost	Wang, H., Agarwal, S., and Papailiopoulos, D. Pufferfish: Communication-efficient models at no extra cost. *Proceedings 
108	2305.16038	id		Wang, Z. and Jacot, A. Implicit bias of SGD in $l\_${$2$}-regularized linear DNNs: One-way jumps from high to low rank. 
109		s2	statistical data visualization	Waskom, M. L. seaborn: statistical data visualization. *Journal of Open Source Software*, 6(60):3021, 2021.
110	2203.05482	s2	Model soups: averaging weights of multiple fine-tuned models improves accuracy without increasing in	Wortsman, M., Ilharco, G., Gadre, S. Y., Roelofs, R., Gontijo-Lopes, R., Morcos, A. S., Namkoong, H., Farhadi, A., Carmo
111	2310.02541	s2	Benign Overfitting and Grokking in ReLU Networks for XOR Cluster Data	Xu, Z., Wang, Y., Frei, S., Vardi, G., and Hu, W. Benign overfitting and grokking in ReLU networks for XOR cluster data.
112		—		Yaras, C., Wang, P., Hu, W., Zhu, Z., Balzano, L., and Qu, Q. Invariant low-dimensional subspaces in gradient descent fo
113	2306.01154	id		Yaras, C., Wang, P., Hu, W., Zhu, Z., Balzano, L., and Qu, Q. The law of parsimony in gradient descent for learning deep
114		s2	Compressing Transformers: Features Are Low-Rank, but Weights Are Not!	Yu, H. and Wu, J. Compressing transformers: Features are low-rank, but weights are not! In *Proceedings of the National 
115		s2	On Compressing Deep Models by Low Rank and Sparse Decomposition	Yu, X., Liu, T., Wang, X., and Tao, D. On compressing deep models by low rank and sparse decomposition. In *Proceedings 
116		s2	On Convexity and Linear Mode Connectivity in Neural Networks	Yunis, D., Patel, K. K., Savarese, P. H. P., Vardi, G., Frankle, J., Walter, M., Livescu, K., and Maire, M. On convexity
117	2402.03991	id		Zangrando, E., Deidda, P., Brugiapaglia, S., Guglielmi, N., and Tudisco, F. Neural rank collapse: Weight decay and small
118		s2	Understanding deep learning (still) requires rethinking generalization	Zhang, C., Bengio, S., Hardt, M., Recht, B., and Vinyals, O. Understanding deep learning (still) requires rethinking gen
119	1810.12281	id		Zhang, G., Wang, C., Xu, B., and Grosse, R. Three mechanisms of weight decay regularization. *arXiv preprint arXiv:1810.
120	1901.09321	s2	Fixup Initialization: Residual Learning Without Normalization	Zhang, H., Dauphin, Y. N., and Ma, T. Fixup initialization: Residual learning without normalization. In *Proceedings of 
121		—		Ziyin, L., Li, B., and Meng, X. Exact solutions of a deep linear network. In *Advances in Neural Information Processing 
122	2307.15043	id		Zou, A., Wang, Z., Kolter, J. Z., and Fredrikson, M. Universal and transferable adversarial attacks on aligned language 
